FORM,GLOTTOCODE,SoundClasses,SegmentCount,EMOTION
kiri,pali1279,kiri,4,LEXICON
ɐjbu,pali1279,aybu,4,LEXICON
neni,pali1279,neni,4,LEXICON
ubogi,pali1279,ubogi,5,LEXICON
wɐk,pali1279,wak,3,LEXICON
pɐni,pali1279,pani,4,LEXICON
hirep,pali1279,hirep,5,LEXICON
hijɐp,pali1279,hiyap,5,LEXICON
timɐp,pali1279,timap,5,LEXICON
mijɐ,pali1279,miya,4,LEXICON
ɐitɐ,pali1279,aita,4,LEXICON
kɐmuwi,pali1279,kamuwi,6,LEXICON
wɐrukmɐ,pali1279,warukma,7,LEXICON
uni,pali1279,uni,3,LEXICON
tipɐ,pali1279,tipa,4,LEXICON
tike,pali1279,tike,4,LEXICON
ɐhin,pali1279,ahin,4,LEXICON
mtipkɐ,pali1279,mtipka,6,LEXICON
ɐd,pali1279,ad,2,LEXICON
mɐ,madi1260,ma,2,LEXICON
ɲi,madi1260,5i,2,LEXICON
ɐmɐ,madi1260,ama,3,LEXICON
ɐlu,madi1260,alu,3,LEXICON
ri,madi1260,ri,2,LEXICON
eri,madi1260,eri,3,LEXICON
lidi,madi1260,lidi,4,LEXICON
modi,madi1260,modi,4,LEXICON
eʔbi,madi1260,e7bi,4,LEXICON
okɐ,madi1260,oka,3,LEXICON
kʷɐ,madi1260,ka,2,LEXICON
ɐni,madi1260,ani,3,LEXICON
lobu,madi1260,lobu,4,LEXICON
ɐri,madi1260,ari,3,LEXICON
kʷɐ,madi1260,ka,2,LEXICON
oʔcu,madi1260,o7Tu,4,LEXICON
bi,madi1260,bi,2,LEXICON
mi,madi1260,mi,2,LEXICON
omvo,madi1260,omvo,4,LEXICON
si,madi1260,si,2,LEXICON
lɐdɐ,madi1260,lada,4,LEXICON
ɐʔcɐ,madi1260,a7Ta,4,LEXICON
di,madi1260,di,2,LEXICON
ibɐ,madi1260,iba,3,LEXICON
ɐsi,madi1260,asi,3,LEXICON
mvu,madi1260,mvu,3,LEXICON
dɐ,madi1260,da,2,LEXICON
ɐri,madi1260,ari,3,LEXICON
dɐ,madi1260,da,2,LEXICON
sʷɐ,madi1260,sa,2,LEXICON
eki,madi1260,eki,3,LEXICON
itɐkɐli,madi1260,itakali,7,LEXICON
lɐlɐ,madi1260,lala,4,LEXICON
iji,madi1260,iyi,3,LEXICON
uniŋgwɐ,madi1260,uniNgwa,7,LEXICON
unikʷe,madi1260,unike,5,LEXICON
ɐsi,madi1260,asi,3,LEXICON
leti,madi1260,leti,4,LEXICON
be,madi1260,be,2,LEXICON
eni,madi1260,eni,3,LEXICON
di,madi1260,di,2,LEXICON
ru,madi1260,ru,2,LEXICON
ɲi,pape1239,5i,2,LEXICON
nd͡ʒɐ,pape1239,nja,3,LEXICON
loŋ,pape1239,loN,3,LEXICON
pugurʃ,pape1239,pugurS,6,LEXICON
ɲɐʔ,pape1239,5a7,3,LEXICON
rik,pape1239,rik,3,LEXICON
ohl,pape1239,ohl,3,LEXICON
rʃɐm,pape1239,rSam,4,LEXICON
onoʔ,pape1239,ono7,4,LEXICON
to,pape1239,to,2,LEXICON
til,pape1239,til,3,LEXICON
nd͡ʒɐnʔ,pape1239,njan7,5,LEXICON
ɲɐk,pape1239,5ak,3,LEXICON
mo,pape1239,mo,2,LEXICON
moho,pape1239,moho,4,LEXICON
tə,pape1239,t3,2,LEXICON
wɐrʃ,pape1239,warS,4,LEXICON
kil,pape1239,kil,3,LEXICON
ihl,pape1239,ihl,3,LEXICON
ɲi,pape1239,5i,2,LEXICON
remtɐ,pape1239,remta,5,LEXICON
d͡ʒukluʔ,pape1239,juklu7,6,LEXICON
ɲɐnɐʔ,pape1239,5ana7,5,LEXICON
el,pape1239,el,2,LEXICON
dɐ,pape1239,da,2,LEXICON
tɐʔ,pape1239,ta7,3,LEXICON
kɐrʃ,pape1239,karS,4,LEXICON
biʔ,pape1239,bi7,3,LEXICON
noʔ,pape1239,no7,3,LEXICON
worʃoʔ,pape1239,worSo7,6,LEXICON
nrʃup,pape1239,nrSup,5,LEXICON
lɐk,pape1239,lak,3,LEXICON
roʔ,pape1239,ro7,3,LEXICON
ok,pape1239,ok,2,LEXICON
koŋɐ,pape1239,koNa,4,LEXICON
rim,pape1239,rim,3,LEXICON
ur,pape1239,ur,2,LEXICON
hɐlluʔ,pape1239,hallu7,6,LEXICON
tim,pape1239,tim,3,LEXICON
nontʃɐ,pape1239,nontSa,6,LEXICON
loŋ,pape1239,loN,3,LEXICON
oloŋoloŋ,pape1239,oloNoloN,8,LEXICON
ngepugus,pape1239,ngepugus,8,LEXICON
mɐgi,pape1239,magi,4,LEXICON
ɲɐs,pape1239,5as,3,LEXICON
niɐs,pape1239,nias,4,LEXICON
bɐs,pape1239,bas,3,LEXICON
ant,pape1239,ant,3,LEXICON
ent,pape1239,ent,3,LEXICON
orik,pape1239,orik,4,LEXICON
ərik,pape1239,3rik,4,LEXICON
kɐʃ,pape1239,kaS,3,LEXICON
bol,pape1239,bol,3,LEXICON
ono,pape1239,ono,3,LEXICON
toχ,pape1239,toX,3,LEXICON
intɐnɐ,pape1239,intana,6,LEXICON
tilɐ,pape1239,tila,4,LEXICON
iɲɐk,pape1239,i5ak,4,LEXICON
moh,pape1239,moh,3,LEXICON
mooh,pape1239,mooh,4,LEXICON
unana,pape1239,unana,5,LEXICON
ana,pape1239,ana,3,LEXICON
bɐrs,pape1239,bars,4,LEXICON
ekil,pape1239,ekil,4,LEXICON
ihl,pape1239,ihl,3,LEXICON
tun,pape1239,tun,3,LEXICON
iɲi,pape1239,i5i,3,LEXICON
ramta,pape1239,ramta,5,LEXICON
hubɐ,pape1239,huba,4,LEXICON
t͡ʃot͡ʃo,pape1239,CoCo,4,LEXICON
pob,pape1239,pob,3,LEXICON
ŋɐrs,pape1239,Nars,4,LEXICON
el,pape1239,el,2,LEXICON
dɐmunsop,pape1239,damunsop,8,LEXICON
repra,pape1239,repra,5,LEXICON
jeni,pape1239,yeni,4,LEXICON
ta,pape1239,ta,2,LEXICON
ŋointi,pape1239,Nointi,6,LEXICON
karsi,pape1239,karsi,5,LEXICON
feŋogokɐ,pape1239,feNogoka,8,LEXICON
ribe,pape1239,ribe,4,LEXICON
wolo,pape1239,wolo,4,LEXICON
ono,pape1239,ono,3,LEXICON
puli,pape1239,puli,4,LEXICON
munsop,pape1239,munsop,6,LEXICON
olhlowurɐ,pape1239,olhlowura,9,LEXICON
lɐk,pape1239,lak,3,LEXICON
pei,pape1239,pei,3,LEXICON
oru,pape1239,oru,3,LEXICON
ro,pape1239,ro,2,LEXICON
fɐslɐ,pape1239,fasla,5,LEXICON
fɐsi,pape1239,fasi,4,LEXICON
mbɐbu,pape1239,mbabu,5,LEXICON
t͡ʃinɐ,pape1239,Cina,4,LEXICON
rim,pape1239,rim,3,LEXICON
ojeki,pape1239,oyeki,5,LEXICON
t͡ʃowe,pape1239,Cowe,4,LEXICON
t͡ʃont,pape1239,Cont,4,LEXICON
norõ,pape1239,noro,4,LEXICON
noroni,pape1239,noroni,6,LEXICON
okɐi,pape1239,okai,4,LEXICON
i,pape1239,i,1,LEXICON
nd͡ʒi,pape1239,nji,3,LEXICON
ni,pape1239,ni,2,LEXICON
nu,pape1239,nu,2,LEXICON
u,pape1239,u,1,LEXICON
wuj,pape1239,wuy,3,LEXICON
ndɐ,pape1239,nda,3,LEXICON
ndo,pape1239,ndo,3,LEXICON
no,pape1239,no,2,LEXICON
d͡ʒe,pape1239,je,2,LEXICON
jɐ,pape1239,ya,2,LEXICON
liŋ,pape1239,liN,3,LEXICON
sus,pape1239,sus,3,LEXICON
wɐɲɐ,pape1239,wa5a,4,LEXICON
sumi,pape1239,sumi,4,LEXICON
loŋ,pape1239,loN,3,LEXICON
pugus,pape1239,pugus,5,LEXICON
kɐɲi,pape1239,ka5i,4,LEXICON
kɐɲ,pape1239,ka5,3,LEXICON
kɐɲɐ,pape1239,ka5a,4,LEXICON
ɐs,pape1239,as,2,LEXICON
ɲɐs,pape1239,5as,3,LEXICON
ɲɐ,pape1239,5a,2,LEXICON
wɐɲɐ,pape1239,wa5a,4,LEXICON
ɲɐd͡ʒinɐ,pape1239,5ajina,6,LEXICON
rik,pape1239,rik,3,LEXICON
kɐs,pape1239,kas,3,LEXICON
wul,pape1239,wul,3,LEXICON
sama,pape1239,sama,4,LEXICON
tul,pape1239,tul,3,LEXICON
to,pape1239,to,2,LEXICON
ŋɐw,pape1239,Naw,3,LEXICON
ko,pape1239,ko,2,LEXICON
til,pape1239,til,3,LEXICON
ɲɐk,pape1239,5ak,3,LEXICON
mo,pape1239,mo,2,LEXICON
nirɐ,pape1239,nira,4,LEXICON
mo,pape1239,mo,2,LEXICON
nen,pape1239,nen,3,LEXICON
tɐnt,pape1239,tant,4,LEXICON
is,pape1239,is,2,LEXICON
jis,pape1239,yis,3,LEXICON
iel,pape1239,iel,3,LEXICON
bena,pape1239,bena,4,LEXICON
jena,pape1239,yena,4,LEXICON
kɐnɐn,pape1239,kanan,5,LEXICON
wena,pape1239,wena,4,LEXICON
wɐs,pape1239,was,3,LEXICON
kil,pape1239,kil,3,LEXICON
jil,pape1239,yil,3,LEXICON
ɲi,pape1239,5i,2,LEXICON
remta,pape1239,remta,5,LEXICON
oso,pape1239,oso,3,LEXICON
simɐ,pape1239,sima,4,LEXICON
simp,pape1239,simp,4,LEXICON
d͡ʒukulu,pape1239,jukulu,6,LEXICON
ɲena,pape1239,5ena,4,LEXICON
pu,pape1239,pu,2,LEXICON
tipɐ,pape1239,tipa,4,LEXICON
fiɲ,pape1239,fi5,3,LEXICON
reu,pape1239,reu,3,LEXICON
riw,pape1239,riw,3,LEXICON
dɐn,pape1239,dan,3,LEXICON
da,pape1239,da,2,LEXICON
dok,pape1239,dok,3,LEXICON
dum,pape1239,dum,3,LEXICON
ji,pape1239,yi,2,LEXICON
jiŋ,pape1239,yiN,3,LEXICON
junu,pape1239,yunu,4,LEXICON
sink,pape1239,sink,4,LEXICON
ta,pape1239,ta,2,LEXICON
ŋuwans,pape1239,Nuwans,6,LEXICON
ŋuj,pape1239,Nuy,3,LEXICON
ŋujŋuj,pape1239,NuyNuy,6,LEXICON
kas,pape1239,kas,3,LEXICON
fiŋ,pape1239,fiN,3,LEXICON
lɐm,pape1239,lam,3,LEXICON
jis,pape1239,yis,3,LEXICON
d͡ʒobutd͡ʒobut,pape1239,jobutjobut,10,LEXICON
jɐns,pape1239,yans,4,LEXICON
bi,pape1239,bi,2,LEXICON
bil,pape1239,bil,3,LEXICON
biri,pape1239,biri,4,LEXICON
puns,pape1239,puns,4,LEXICON
limo,pape1239,limo,4,LEXICON
pins,pape1239,pins,4,LEXICON
janso,pape1239,yanso,5,LEXICON
d͡ʒung,pape1239,jung,4,LEXICON
d͡ʒuŋ,pape1239,juN,3,LEXICON
so,pape1239,so,2,LEXICON
lɐ,pape1239,la,2,LEXICON
wul,pape1239,wul,3,LEXICON
wulu,pape1239,wulu,4,LEXICON
d͡ʒɐ,pape1239,ja,2,LEXICON
d͡ʒɐk,pape1239,jak,3,LEXICON
d͡ʒɐki,pape1239,jaki,4,LEXICON
nu,pape1239,nu,2,LEXICON
li,pape1239,li,2,LEXICON
wusu,pape1239,wusu,4,LEXICON
sup,pape1239,sup,3,LEXICON
lurɐ,pape1239,lura,4,LEXICON
lɐk,pape1239,lak,3,LEXICON
bol,pape1239,bol,3,LEXICON
mbol,pape1239,mbol,4,LEXICON
sunɐ,pape1239,suna,4,LEXICON
sunu,pape1239,sunu,4,LEXICON
du,pape1239,du,2,LEXICON
buro,pape1239,buro,4,LEXICON
ŋuro,pape1239,Nuro,4,LEXICON
ro,pape1239,ro,2,LEXICON
fo,pape1239,fo,2,LEXICON
fou,pape1239,fou,3,LEXICON
tur,pape1239,tur,3,LEXICON
bok,pape1239,bok,3,LEXICON
wok,pape1239,wok,3,LEXICON
montɐɲɐ,pape1239,monta5a,7,LEXICON
jenkɐle,pape1239,yenkale,7,LEXICON
jenki,pape1239,yenki,5,LEXICON
forolala,pape1239,forolala,8,LEXICON
fɐilɐ,pape1239,faila,5,LEXICON
fɐs,pape1239,fas,3,LEXICON
fɐsi,pape1239,fasi,4,LEXICON
d͡ʒi,pape1239,ji,2,LEXICON
d͡ʒin,pape1239,jin,3,LEXICON
d͡ʒinɐ,pape1239,jina,4,LEXICON
d͡ʒini,pape1239,jini,4,LEXICON
rim,pape1239,rim,3,LEXICON
jik,pape1239,yik,3,LEXICON
nuk,pape1239,nuk,3,LEXICON
jɐli,pape1239,yali,4,LEXICON
sumsumu,pape1239,sumsumu,7,LEXICON
ɐlu,pape1239,alu,3,LEXICON
uɐlu,pape1239,ualu,4,LEXICON
bɐleri,pape1239,baleri,6,LEXICON
bɐleribɐleri,pape1239,baleribaleri,12,LEXICON
foi,pape1239,foi,3,LEXICON
fojo,pape1239,foyo,4,LEXICON
kɐi,pape1239,kai,3,LEXICON
lins,pape1239,lins,4,LEXICON
fi,pape1239,fi,2,LEXICON
tim,pape1239,tim,3,LEXICON
jɐ,poli1260,ya,2,LEXICON
tə,poli1260,t3,2,LEXICON
mə,poli1260,m3,2,LEXICON
jadan,poli1260,yadan,5,LEXICON
dvɐ,poli1260,dva,3,LEXICON
osobɐ,poli1260,osoba,5,LEXICON
t͡ʃwoviak,poli1260,Cwoviak,7,LEXICON
rəbɐ,poli1260,r3ba,4,LEXICON
pias,poli1260,pias,4,LEXICON
vaʃ,poli1260,vaS,3,LEXICON
dʒavo,poli1260,dZavo,5,LEXICON
liʃt͡ʃ,poli1260,liSC,4,LEXICON
skurɐ,poli1260,skura,5,LEXICON
kraf,poli1260,kraf,4,LEXICON
koʃt͡ʃ,poli1260,koSC,4,LEXICON
ruk,poli1260,ruk,3,LEXICON
uxo,poli1260,uxo,3,LEXICON
oko,poli1260,oko,3,LEXICON
nos,poli1260,nos,3,LEXICON
zõp,poli1260,zop,3,LEXICON
jãzək,poli1260,yaz3k,5,LEXICON
movɐ,poli1260,mova,4,LEXICON
kolɐno,poli1260,kolano,6,LEXICON
rãkɐ,poli1260,raka,4,LEXICON
piarʃ,poli1260,piarS,5,LEXICON
võtrobɐ,poli1260,votroba,7,LEXICON
pit͡ʃ,poli1260,piC,3,LEXICON
vid͡ʒat͡ʃ,poli1260,vijaC,5,LEXICON
swəʃat͡ʃ,poli1260,sw3SaC,6,LEXICON
umiarɐt͡ʃ,poli1260,umiaraC,7,LEXICON
pʒəbət͡ʃ,poli1260,pZ3b3C,6,LEXICON
swoɲt͡sa,poli1260,swo5ca,6,LEXICON
gviɐzdɐ,poli1260,gviazda,7,LEXICON
vodɐ,poli1260,voda,4,LEXICON
kɐmiaɲ,poli1260,kamia5,6,LEXICON
ogiaɲ,poli1260,ogia5,5,LEXICON
ʃt͡ʃaʒkɐ,poli1260,SCaZka,6,LEXICON
gurɐ,poli1260,gura,4,LEXICON
not͡s,poli1260,noc,3,LEXICON
pawnə,poli1260,pawn3,5,LEXICON
novə,poli1260,nov3,4,LEXICON
imia,poli1260,imia,4,LEXICON
jɐ,poli1260,ya,2,LEXICON
tə,poli1260,t3,2,LEXICON
mə,poli1260,m3,2,LEXICON
to,poli1260,to,2,LEXICON
to,poli1260,to,2,LEXICON
kto,poli1260,kto,3,LEXICON
t͡so,poli1260,co,2,LEXICON
nia,poli1260,nia,3,LEXICON
fʃəstko,poli1260,fS3stko,7,LEXICON
jadan,poli1260,yadan,5,LEXICON
dvɐ,poli1260,dva,3,LEXICON
duʒə,poli1260,duZ3,4,LEXICON
vialki,poli1260,vialki,6,LEXICON
dwugi,poli1260,dwugi,5,LEXICON
mɐwə,poli1260,maw3,4,LEXICON
kobiatɐ,poli1260,kobiata,7,LEXICON
maʃt͡ʃəznɐ,poli1260,maSC3zna,8,LEXICON
t͡ʃwoviak,poli1260,Cwoviak,7,LEXICON
rəbɐ,poli1260,r3ba,4,LEXICON
ptɐk,poli1260,ptak,4,LEXICON
pias,poli1260,pias,4,LEXICON
vaʃ,poli1260,vaS,3,LEXICON
dʒavo,poli1260,dZavo,5,LEXICON
ʃav,poli1260,Sav,3,LEXICON
liʃt͡ʃ,poli1260,liSC,4,LEXICON
koʒaɲ,poli1260,koZa5,5,LEXICON
korɐ,poli1260,kora,4,LEXICON
skurɐ,poli1260,skura,5,LEXICON
miaso,poli1260,miaso,5,LEXICON
krav,poli1260,krav,4,LEXICON
koʃt͡ʃ,poli1260,koSC,4,LEXICON
twuʃt͡ʃ,poli1260,twuSC,5,LEXICON
jɐjko,poli1260,yayko,5,LEXICON
ruk,poli1260,ruk,3,LEXICON
ogon,poli1260,ogon,4,LEXICON
piuro,poli1260,piuro,5,LEXICON
vwos,poli1260,vwos,4,LEXICON
vwosə,poli1260,vwos3,5,LEXICON
gwovɐ,poli1260,gwova,5,LEXICON
uxo,poli1260,uxo,3,LEXICON
oko,poli1260,oko,3,LEXICON
nos,poli1260,nos,3,LEXICON
ustɐ,poli1260,usta,4,LEXICON
zomp,poli1260,zomp,4,LEXICON
jazək,poli1260,yaz3k,5,LEXICON
pɐznokiat͡ʃ,poli1260,paznokiaC,9,LEXICON
stopɐ,poli1260,stopa,5,LEXICON
kolɐno,poli1260,kolano,6,LEXICON
dwoɲ,poli1260,dwo5,4,LEXICON
bʒux,poli1260,bZux,4,LEXICON
ʃəjɐ,poli1260,S3ya,4,LEXICON
biust,poli1260,biust,5,LEXICON
sart͡sa,poli1260,sarca,5,LEXICON
vontrobɐ,poli1260,vontroba,8,LEXICON
pit͡ʃ,poli1260,piC,3,LEXICON
jaʃt͡ʃ,poli1260,yaSC,4,LEXICON
kosɐt͡ʃ,poli1260,kosaC,5,LEXICON
vid͡ʒat͡ʃ,poli1260,vijaC,5,LEXICON
zobɐt͡ʃət͡ʃ,poli1260,zobaC3C,7,LEXICON
swəʃat͡ʃ,poli1260,sw3SaC,6,LEXICON
viad͡ʒat͡ʃ,poli1260,viajaC,6,LEXICON
spɐt͡ʃ,poli1260,spaC,4,LEXICON
umʒat͡ʃ,poli1260,umZaC,5,LEXICON
zɐbit͡ʃ,poli1260,zabiC,5,LEXICON
pwəvɐt͡ʃ,poli1260,pw3vaC,6,LEXICON
lɐtɐt͡ʃ,poli1260,lataC,5,LEXICON
lat͡ʃat͡ʃ,poli1260,laCaC,5,LEXICON
xod͡ʒit͡ʃ,poli1260,xojiC,5,LEXICON
pʃəjʃt͡ʃ,poli1260,pS3ySC,6,LEXICON
laʒat͡ʃ,poli1260,laZaC,5,LEXICON
ʃad͡ʒat͡ʃ,poli1260,SajaC,5,LEXICON
stɐt͡ʃ,poli1260,staC,4,LEXICON
dɐt͡ʃ,poli1260,daC,3,LEXICON
poviad͡ʒat͡ʃ,poli1260,poviajaC,8,LEXICON
swoɲt͡sa,poli1260,swo5ca,6,LEXICON
kʃaʒət͡s,poli1260,kSaZ3c,6,LEXICON
gviɐzdɐ,poli1260,gviazda,7,LEXICON
vodɐ,poli1260,voda,4,LEXICON
daʃt͡ʃ,poli1260,daSC,4,LEXICON
kɐmiaɲ,poli1260,kamia5,6,LEXICON
piɐsak,poli1260,piasak,6,LEXICON
ʒamiɐ,poli1260,Zamia,5,LEXICON
obwok,poli1260,obwok,5,LEXICON
xmurɐ,poli1260,xmura,5,LEXICON
dəm,poli1260,d3m,3,LEXICON
ogiaɲ,poli1260,ogia5,5,LEXICON
popiuw,poli1260,popiuw,6,LEXICON
pɐlit͡ʃʃa,poli1260,paliCSa,7,LEXICON
ʃt͡ʃaʃkɐ,poli1260,SCaSka,6,LEXICON
gurɐ,poli1260,gura,4,LEXICON
t͡ʃarvonə,poli1260,Carvon3,7,LEXICON
ʒalonə,poli1260,Zalon3,6,LEXICON
ʒuwtə,poli1260,Zuwt3,5,LEXICON
biɐwə,poli1260,biaw3,5,LEXICON
t͡ʃɐrnə,poli1260,Carn3,5,LEXICON
not͡s,poli1260,noc,3,LEXICON
t͡ʃapwə,poli1260,Capw3,5,LEXICON
ʒimnə,poli1260,Zimn3,5,LEXICON
pawnə,poli1260,pawn3,5,LEXICON
novə,poli1260,nov3,4,LEXICON
dobrə,poli1260,dobr3,5,LEXICON
okroŋgwə,poli1260,okroNgw3,8,LEXICON
suxə,poli1260,sux3,4,LEXICON
imia,poli1260,imia,4,LEXICON
mi,pula1262,mi,2,LEXICON
ɐ,pula1262,a,1,LEXICON
en,pula1262,en,2,LEXICON
goʔo,pula1262,go7o,4,LEXICON
didi,pula1262,didi,4,LEXICON
ɐden,pula1262,aden,4,LEXICON
nedo,pula1262,nedo,4,LEXICON
liŋi,pula1262,liNi,4,LEXICON
bɐreru,pula1262,bareru,6,LEXICON
teŋi,pula1262,teNi,4,LEXICON
leki,pula1262,leki,4,LEXICON
kɐkol,pula1262,kakol,5,LEXICON
bɐdu,pula1262,badu,4,LEXICON
guri,pula1262,guri,4,LEXICON
ʔʲiʔʲɐn,pula1262,7i7an,5,LEXICON
ɐlɐdu,pula1262,aladu,5,LEXICON
kinɐl,pula1262,kinal,5,LEXICON
ɲire,pula1262,5ire,4,LEXICON
deŋɐl,pula1262,deNal,5,LEXICON
howru,pula1262,howru,5,LEXICON
d͡ʒuŋo,pula1262,juNo,4,LEXICON
edu,pula1262,edu,3,LEXICON
here,pula1262,here,4,LEXICON
jɐru,pula1262,yaru,4,LEXICON
jiʔu,pula1262,yi7u,4,LEXICON
hedɐ,pula1262,heda,4,LEXICON
mɐju,pula1262,mayu,4,LEXICON
ɐru,pula1262,aru,3,LEXICON
nɐŋe,pula1262,naNe,4,LEXICON
dijɐn,pula1262,diyan,5,LEXICON
jite,pula1262,yite,4,LEXICON
lɐwol,pula1262,lawol,5,LEXICON
dɐtɐl,pula1262,datal,5,LEXICON
felo,pula1262,felo,4,LEXICON
d͡ʒemɐ,pula1262,jema,4,LEXICON
hewu,pula1262,hewu,4,LEXICON
hes,pula1262,hes,3,LEXICON
hedu,pula1262,hedu,4,LEXICON
ide,pula1262,ide,3,LEXICON
go,pula1262,go,2,LEXICON
didi,pula1262,didi,4,LEXICON
nont͡ʃɐndi,pula1262,nonCandi,8,LEXICON
sudido,pula1262,sudido,6,LEXICON
gorko,pula1262,gorko,5,LEXICON
lengu,pula1262,lengu,5,LEXICON
sondu,pula1262,sondu,5,LEXICON
rɐwɐnu,pula1262,rawanu,6,LEXICON
lagɐl,pula1262,lagal,5,LEXICON
kɐkol,pula1262,kakol,5,LEXICON
dɐdol,pula1262,dadol,5,LEXICON
guri,pula1262,guri,4,LEXICON
git͡ʃɐm,pula1262,giCam,5,LEXICON
giɐl,pula1262,gial,4,LEXICON
wofonda,pula1262,wofonda,7,LEXICON
hora,pula1262,hora,4,LEXICON
noru,pula1262,noru,4,LEXICON
jitara,pula1262,yitara,6,LEXICON
kinɐl,pula1262,kinal,5,LEXICON
hunduko,pula1262,hunduko,7,LEXICON
ɲira,pula1262,5ira,4,LEXICON
dangɐl,pula1262,dangal,6,LEXICON
gbɐotapara,pula1262,gbaotapara,10,LEXICON
houru,pula1262,houru,5,LEXICON
gbɐonaura,pula1262,gbaonaura,9,LEXICON
redu,pula1262,redu,4,LEXICON
dɐnda,pula1262,danda,5,LEXICON
endu,pula1262,endu,4,LEXICON
dojɐrɐndijɐm,pula1262,doyarandiyam,12,LEXICON
doɲɐmɐɲeri,pula1262,do5ama5eri,10,LEXICON
ji,pula1262,yi,2,LEXICON
nɐni,pula1262,nani,4,LEXICON
dɐnika,pula1262,danika,6,LEXICON
mɐji,pula1262,mayi,4,LEXICON
wɐrigartogɐl,pula1262,warigartogal,12,LEXICON
ɐri,pula1262,ari,3,LEXICON
okimɐ,pula1262,okima,5,LEXICON
nɐnga,pula1262,nanga,5,LEXICON
leuru,pula1262,leuru,5,LEXICON
ndijɐm,pula1262,ndiyam,6,LEXICON
ndijɐm,pula1262,ndiyam,6,LEXICON
hɐira,pula1262,haira,5,LEXICON
nt͡ʃɐrendi,pula1262,nCarendi,8,LEXICON
t͡ʃurki,pula1262,Curki,5,LEXICON
jita,pula1262,yita,4,LEXICON
rɐuni,pula1262,rauni,5,LEXICON
pordongat͡ʃo,pula1262,pordongaCo,10,LEXICON
portoba,pula1262,portoba,7,LEXICON
bɐuli,pula1262,bauli,5,LEXICON
bɐlat͡ʃo,pula1262,balaCo,6,LEXICON
bɐlaba,pula1262,balaba,6,LEXICON
t͡ʃemmɐ,pula1262,Cemma,5,LEXICON
uli,pula1262,uli,3,LEXICON
bubi,pula1262,bubi,4,LEXICON
mɐji,pula1262,mayi,4,LEXICON
moji,pula1262,moyi,4,LEXICON
jori,pula1262,yori,4,LEXICON
fu,pula1262,fu,2,LEXICON
goʔo,pula1262,go7o,4,LEXICON
d’id’i,pula1262,didi,4,LEXICON
fɐmɐr,pula1262,famar,5,LEXICON
tokos,pula1262,tokos,5,LEXICON
debbo,pula1262,debbo,5,LEXICON
duhid’o,pula1262,duhido,6,LEXICON
ɐden,pula1262,aden,4,LEXICON
innuɐdɐmɐ,pula1262,innuadama,9,LEXICON
linngi,pula1262,linngi,6,LEXICON
sonndu,pula1262,sonndu,6,LEXICON
bɐreru,pula1262,bareru,6,LEXICON
rɐwɐndu,pula1262,rawandu,7,LEXICON
kɐrɐnwi,pula1262,karanwi,7,LEXICON
tenngi,pula1262,tenngi,6,LEXICON
leggɐl,pula1262,leggal,6,LEXICON
lekki,pula1262,lekki,5,LEXICON
t͡ʃeb’ɐl,pula1262,Cebal,5,LEXICON
foron,pula1262,foron,5,LEXICON
jijɐn,pula1262,yiyan,5,LEXICON
fɐjfɐjru,pula1262,fayfayru,8,LEXICON
nebbɐn,pula1262,nebban,6,LEXICON
bofo,pula1262,bofo,4,LEXICON
wofonde,pula1262,wofonde,7,LEXICON
ɐlɐdu,pula1262,aladu,5,LEXICON
bukkol,pula1262,bukkol,6,LEXICON
dumode,pula1262,dumode,6,LEXICON
lɐt͡ʃol,pula1262,laCol,5,LEXICON
t͡ʃukulol,pula1262,Cukulol,7,LEXICON
sɐlɐ,pula1262,sala,4,LEXICON
nowru,pula1262,nowru,5,LEXICON
jitere,pula1262,yitere,6,LEXICON
kinɐl,pula1262,kinal,5,LEXICON
hunnduko,pula1262,hunnduko,8,LEXICON
kɐrɐho,pula1262,karaho,6,LEXICON
ɲire,pula1262,5ire,4,LEXICON
hɐluje,pula1262,haluye,6,LEXICON
luxɐ,pula1262,luxa,4,LEXICON
howru,pula1262,howru,5,LEXICON
redu,pula1262,redu,4,LEXICON
tege,pula1262,tege,4,LEXICON
fonndo,pula1262,fonndo,6,LEXICON
hejre,pula1262,heyre,5,LEXICON
nɐfɐgol,pula1262,nafagol,7,LEXICON
nemɐgol,pula1262,nemagol,7,LEXICON
tinugol,pula1262,tinugol,7,LEXICON
hujlɐgol,pula1262,huylagol,8,LEXICON
b’ukɐgol,pula1262,bukagol,7,LEXICON
fɐtɐgol,pula1262,fatagol,7,LEXICON
fejjingol,pula1262,feyyingol,9,LEXICON
mɐjugol,pula1262,mayugol,7,LEXICON
fubbɐgol,pula1262,fubbagol,8,LEXICON
wirugol,pula1262,wirugol,7,LEXICON
seppuru,pula1262,seppuru,7,LEXICON
tenkɐgol,pula1262,tenkagol,8,LEXICON
tolɐgol,pula1262,tolagol,7,LEXICON
rokkugol,pula1262,rokkugol,8,LEXICON
innugol,pula1262,innugol,7,LEXICON
lɐfzugol,pula1262,lafzugol,8,LEXICON
wiʔugol,pula1262,wi7ugol,7,LEXICON
nɐnge,pula1262,nange,5,LEXICON
lewru,pula1262,lewru,5,LEXICON
hodere,pula1262,hodere,6,LEXICON
b’id’ɐm,pula1262,bidam,5,LEXICON
tob’o,pula1262,tobo,4,LEXICON
nd͡ʒɐrendi,pula1262,njarendi,8,LEXICON
dulere,pula1262,dulere,6,LEXICON
