FORM,GLOTTOCODE,SoundClasses,SegmentCount,EMOTION
baj,darg1241,bay,3,LEXICON
sekʼal,darg1241,sekal,5,LEXICON
sekʼal,darg1241,sekal,5,LEXICON
ʕjaʕniaqala,darg1241,XyaXniaqala,11,LEXICON
dub,darg1241,dub,3,LEXICON
xar,darg1241,xar,3,LEXICON
dub,darg1241,dub,3,LEXICON
ulka,darg1241,ulka,4,LEXICON
ʕjamzi,darg1241,Xyamzi,6,LEXICON
mermusa,darg1241,mermusa,7,LEXICON
dub,darg1241,dub,3,LEXICON
qar,darg1241,qar,3,LEXICON
ʕjami,darg1241,Xyami,5,LEXICON
tʼjarqi,darg1241,tyarqi,6,LEXICON
njaqʼiʃ,darg1241,nyaqiS,6,LEXICON
qʼadar,darg1241,qadar,5,LEXICON
buqjandi,darg1241,buqyandi,8,LEXICON
aqdeʃ,darg1241,aqdeS,5,LEXICON
bitʼakʼ,darg1241,bitak,5,LEXICON
t͡sʼur,darg1241,cur,3,LEXICON
bekʼa,darg1241,beka,4,LEXICON
qʼadar,darg1241,qadar,5,LEXICON
bekʼa,darg1241,beka,4,LEXICON
lodka,darg1241,lodka,5,LEXICON
ɢajaɢ,darg1241,GayaG,5,LEXICON
ʃalqa,darg1241,Salqa,5,LEXICON
ʁjaj,darg1241,Xyay,4,LEXICON
lɨʒabi,darg1241,l3Zabi,6,LEXICON
t͡sʼa,darg1241,ca,2,LEXICON
dekʼdeʃ,darg1241,dekdeS,6,LEXICON
ganz,darg1241,ganz,4,LEXICON
buzii,darg1241,buzii,5,LEXICON
imt͡sʼabikʼni,darg1241,imcabikni,9,LEXICON
zapad,darg1241,zapad,5,LEXICON
wostok,darg1241,wostok,6,LEXICON
urt͡sul,darg1241,urcul,5,LEXICON
urqʼuli,darg1241,urquli,6,LEXICON
ʕena,darg1241,Xena,4,LEXICON
ubjaqjala,darg1241,ubyaqyala,9,LEXICON
t͡ʃʼalxa,darg1241,Calxa,5,LEXICON
tʼerxa,darg1241,terxa,5,LEXICON
djad,darg1241,dyad,4,LEXICON
truba,darg1241,truba,5,LEXICON
qali,darg1241,qali,4,LEXICON
jurt,darg1241,yurt,4,LEXICON
qali,darg1241,qali,4,LEXICON
pet͡ʃ,darg1241,peC,3,LEXICON
ʒins,darg1241,Zins,4,LEXICON
t͡ʃʼjabar,darg1241,Cyabar,6,LEXICON
stol,darg1241,stol,4,LEXICON
qʼumur,darg1241,qumur,5,LEXICON
uta,darg1241,uta,3,LEXICON
krowatʲ,darg1241,krowat,6,LEXICON
kalxusitaχ,darg1241,kalxusitaX,10,LEXICON
qʼasi,darg1241,qasi,4,LEXICON
jaɕːik,darg1241,yaSik,5,LEXICON
tʼaqʼa,darg1241,taqa,4,LEXICON
ulqʼaj,darg1241,ulqay,5,LEXICON
unza,darg1241,unza,4,LEXICON
ɢapu,darg1241,Gapu,4,LEXICON
t͡ʃjali,darg1241,Cyali,5,LEXICON
ħjari,darg1241,Xyari,5,LEXICON
qalt͡ʃ,darg1241,qalC,4,LEXICON
ganzi,darg1241,ganzi,5,LEXICON
ganzuq,darg1241,ganzuq,6,LEXICON
buʃkala,darg1241,buSkala,7,LEXICON
kʼatʼa,darg1241,kata,4,LEXICON
ajaq,darg1241,ayaq,4,LEXICON
kʼatʼa,darg1241,kata,4,LEXICON
tʼumqʼja,darg1241,tumqya,6,LEXICON
kʼat͡ʃʼa,darg1241,kaCa,4,LEXICON
altʼanag,darg1241,altanag,7,LEXICON
qʼulsa,darg1241,qulsa,5,LEXICON
dis,darg1241,dis,3,LEXICON
ʕjabul,darg1241,Xyabul,6,LEXICON
tʼimqʼ,darg1241,timq,4,LEXICON
tur,darg1241,tur,3,LEXICON
ar,darg1241,ar,2,LEXICON
t͡ʃedirxutimeh,darg1241,Cedirxutimeh,12,LEXICON
surat,darg1241,surat,5,LEXICON
kut͡s,darg1241,kuc,3,LEXICON
t͡ʃebaala,darg1241,Cebaala,7,LEXICON
nat͡ʃi,darg1241,naCi,4,LEXICON
nuskʼari,darg1241,nuskari,7,LEXICON
gawlag,darg1241,gawlag,6,LEXICON
bergari,darg1241,bergari,7,LEXICON
tawra,darg1241,tawra,5,LEXICON
t͡ʃebxla,darg1241,Cebxla,6,LEXICON
tʼalħjana,darg1241,talXyana,8,LEXICON
gawlag,darg1241,gawlag,6,LEXICON
sukura,darg1241,sukura,6,LEXICON
ʃang,darg1241,Sang,4,LEXICON
ʃang,darg1241,Sang,4,LEXICON
ukni,darg1241,ukni,4,LEXICON
berkala,darg1241,berkala,7,LEXICON
χureg,darg1241,Xureg,5,LEXICON
diʔ,darg1241,di7,3,LEXICON
kaʃ,darg1241,kaS,3,LEXICON
daχni,darg1241,daXni,5,LEXICON
kat͡sʼ,darg1241,kac,3,LEXICON
kesek,darg1241,kesek,5,LEXICON
ʕjawadeʃ,darg1241,XyawadeS,8,LEXICON
ʕjawadeʃ,darg1241,XyawadeS,8,LEXICON
ze,darg1241,ze,2,LEXICON
nerʁ,darg1241,nerX,4,LEXICON
warʔa,darg1241,war7a,5,LEXICON
niʔ,darg1241,ni7,3,LEXICON
t͡ʃaj,darg1241,Cay,3,LEXICON
t͡ʃajlaqʼar,darg1241,Caylaqar,8,LEXICON
dabaʁ,darg1241,dabaX,5,LEXICON
bala,darg1241,bala,4,LEXICON
t͡ʃʼjankʼi,darg1241,Cyanki,6,LEXICON
bureba,darg1241,bureba,6,LEXICON
t͡ʃʼi,darg1241,Ci,2,LEXICON
himir,darg1241,himir,5,LEXICON
qapa,darg1241,qapa,4,LEXICON
ʕjand,darg1241,Xyand,5,LEXICON
rang,darg1241,rang,4,LEXICON
paltar,darg1241,paltar,6,LEXICON
ħewa,darg1241,Xewa,4,LEXICON
qajbt͡sʼari,darg1241,qaybcari,8,LEXICON
dulʁa,darg1241,dulXa,5,LEXICON
ħerkʼlaqʼjali,darg1241,Xerklaqyali,11,LEXICON
ʃalbar,darg1241,Salbar,6,LEXICON
iri,darg1241,iri,3,LEXICON
kamal,darg1241,kamal,5,LEXICON
qʼapʼa,darg1241,qapa,4,LEXICON
t͡ʃakma,darg1241,Cakma,5,LEXICON
ɢaʃt͡ʃebsitʼuleka,darg1241,GaSCebsituleka,14,LEXICON
t͡ʃjal,darg1241,Cyal,4,LEXICON
ħjaba,darg1241,Xyaba,5,LEXICON
djaħimt͡sʼala,darg1241,dyaXimcala,10,LEXICON
ħajba,darg1241,Xayba,5,LEXICON
gi,darg1241,gi,2,LEXICON
ʁaja,darg1241,Xaya,4,LEXICON
haja,darg1241,haya,4,LEXICON
jurʁan,darg1241,yurXan,6,LEXICON
ʕjanala,darg1241,Xyanala,7,LEXICON
djaħuʃkan,darg1241,dyaXuSkan,9,LEXICON
baru,darg1241,baru,4,LEXICON
ɢala,darg1241,Gala,4,LEXICON
hunar,darg1241,hunar,5,LEXICON
debadeʃ,darg1241,debadeS,7,LEXICON
derʒlat͡sʼaqʼdeʃladaraʒa,darg1241,derZlacaqdeSladaraZa,20,LEXICON
aradeʃ,darg1241,aradeS,6,LEXICON
izala,darg1241,izala,5,LEXICON
izala,darg1241,izala,5,LEXICON
t͡ʃeluqʼan,darg1241,Celuqan,7,LEXICON
djaqi,darg1241,dyaqi,5,LEXICON
ruʒeri,darg1241,ruZeri,6,LEXICON
darman,darg1241,darman,6,LEXICON
gumi,darg1241,gumi,4,LEXICON
ɢuju,darg1241,Guyu,4,LEXICON
dukihuiilamer,darg1241,dukihuiilamer,13,LEXICON
daqʼ,darg1241,daq,3,LEXICON
qʼjaʃlibaribsihuni,darg1241,qyaSlibaribsihuni,17,LEXICON
huni,darg1241,huni,4,LEXICON
huni,darg1241,huni,4,LEXICON
ʃi,darg1241,Si,2,LEXICON
ʃahar,darg1241,Sahar,5,LEXICON
kaʁar,darg1241,kaXar,5,LEXICON
tabtar,darg1241,tabtar,6,LEXICON
ħjarp,darg1241,Xyarp,5,LEXICON
gazat,darg1241,gazat,5,LEXICON
ʕjamru,darg1241,Xyamru,6,LEXICON
bebkʼa,darg1241,bebka,5,LEXICON
ħjab,darg1241,Xyab,4,LEXICON
kilasa,darg1241,kilasa,6,LEXICON
bunah,darg1241,bunah,5,LEXICON
allah,darg1241,allah,5,LEXICON
χijakim,darg1241,Xiyakim,7,LEXICON
nat͡ʃalʲnik,darg1241,naCalnik,8,LEXICON
tuχtur,darg1241,tuXtur,6,LEXICON
prepodawatelʲ,darg1241,prepodawatel,12,LEXICON
ut͡ʃitelʲ,darg1241,uCitel,6,LEXICON
art͡s,darg1241,arc,3,LEXICON
tuken,darg1241,tuken,5,LEXICON
qʼimat,darg1241,qimat,5,LEXICON
mas,darg1241,mas,3,LEXICON
χajri,darg1241,Xayri,5,LEXICON
dawla,darg1241,dawla,5,LEXICON
dunʔja,darg1241,dun7ya,6,LEXICON
pat͡ʃaliq,darg1241,paCaliq,7,LEXICON
pat͡ʃalau,darg1241,paCalau,7,LEXICON
pat͡ʃa,darg1241,paCa,4,LEXICON
pat͡ʃjaχ,darg1241,paCyaX,6,LEXICON
ħukumat,darg1241,Xukumat,7,LEXICON
dazu,darg1241,dazu,4,LEXICON
djawti,darg1241,dyawti,6,LEXICON
durʁbi,darg1241,durXbi,6,LEXICON
duʃman,darg1241,duSman,6,LEXICON
zulmu,darg1241,zulmu,5,LEXICON
urgiderga,darg1241,urgiderga,9,LEXICON
urgi,darg1241,urgi,4,LEXICON
tupang,darg1241,tupang,6,LEXICON
χatʼa,darg1241,Xata,4,LEXICON
ɢjana,darg1241,Gyana,5,LEXICON
zaral,darg1241,zaral,5,LEXICON
balah,darg1241,balah,5,LEXICON
taqʼsir,darg1241,taqsir,6,LEXICON
ʕjamru,darg1241,Xyamru,6,LEXICON
qar,darg1241,qar,3,LEXICON
zamana,darg1241,zamana,6,LEXICON
barħi,darg1241,barXi,5,LEXICON
sawli,darg1241,sawli,5,LEXICON
ħerejsla,darg1241,Xereysla,8,LEXICON
dajħerilazamana,darg1241,dayXerilazamana,15,LEXICON
barħeq,darg1241,barXeq,6,LEXICON
dugi,darg1241,dugi,4,LEXICON
ʒumjaʕ,darg1241,ZumyaX,6,LEXICON
baz,darg1241,baz,3,LEXICON
dus,darg1241,dus,3,LEXICON
ħeb,darg1241,Xeb,3,LEXICON
dut͡sʼrum,darg1241,ducrum,6,LEXICON
ʕebʃni,darg1241,XebSni,6,LEXICON
jani,darg1241,yani,4,LEXICON
janwarʲ,darg1241,yanwar,6,LEXICON
fewralʲ,darg1241,fewral,6,LEXICON
mart,darg1241,mart,4,LEXICON
aprelʲ,darg1241,aprel,5,LEXICON
maj,darg1241,may,3,LEXICON
ijunʲ,darg1241,iyun,4,LEXICON
ijulʲ,darg1241,iyul,4,LEXICON
awgust,darg1241,awgust,6,LEXICON
sentjabrʲ,darg1241,sentyabr,8,LEXICON
oktjabrʲ,darg1241,oktyabr,7,LEXICON
nojabrʲ,darg1241,noyabr,6,LEXICON
dekabrʲ,darg1241,dekabr,6,LEXICON
itni,darg1241,itni,4,LEXICON
talat,darg1241,talat,5,LEXICON
arbjaʕ,darg1241,arbyaX,6,LEXICON
χamis,darg1241,Xamis,5,LEXICON
ʒumjaʕ,darg1241,ZumyaX,6,LEXICON
sut,darg1241,sut,3,LEXICON
alχijat,darg1241,alXiyat,7,LEXICON
χalasi,darg1241,Xalasi,6,LEXICON
biʃtʼal,darg1241,biStal,6,LEXICON
buqjana,darg1241,buqyana,7,LEXICON
ɢantʼa,darg1241,Ganta,5,LEXICON
bjaʕusi,darg1241,byaXusi,7,LEXICON
t͡ʃiajrtiasi,darg1241,Ciayrtiasi,10,LEXICON
zumasi,darg1241,zumasi,6,LEXICON
babza,darg1241,babza,5,LEXICON
bukʼula,darg1241,bukula,6,LEXICON
naziksi,darg1241,naziksi,7,LEXICON
t͡ʃʼumasi,darg1241,Cumasi,6,LEXICON
dirqʼsi,darg1241,dirqsi,6,LEXICON
ʁalagsi,darg1241,Xalagsi,7,LEXICON
t͡ʃʼumasi,darg1241,Cumasi,6,LEXICON
kʼantʼisi,darg1241,kantisi,7,LEXICON
ʒuruga,darg1241,Zuruga,6,LEXICON
t͡sʼikʼsi,darg1241,ciksi,5,LEXICON
bugasi,darg1241,bugasi,6,LEXICON
ɢaksi,darg1241,Gaksi,5,LEXICON
dekʼsi,darg1241,deksi,5,LEXICON
zuhasi,darg1241,zuhasi,6,LEXICON
ʒagasi,darg1241,Zagasi,6,LEXICON
but͡sʼarsi,darg1241,bucarsi,7,LEXICON
wanasi,darg1241,wanasi,6,LEXICON
buʕjarsi,darg1241,buXyarsi,8,LEXICON
tjaħusi,darg1241,tyaXusi,7,LEXICON
tjaħusi,darg1241,tyaXusi,7,LEXICON
ħjabt͡ssi,darg1241,Xyabcsi,7,LEXICON
ʃinkʼasi,darg1241,Sinkasi,7,LEXICON
deʁsi,darg1241,deXsi,5,LEXICON
bit͡siibsi,darg1241,biciibsi,8,LEXICON
bat͡sisi,darg1241,bacisi,6,LEXICON
hargsi,darg1241,hargsi,6,LEXICON
abxibsi,darg1241,abxibsi,7,LEXICON
ʕjat͡ʃiqsi,darg1241,XyaCiqsi,8,LEXICON
qʼjapʼsi,darg1241,qyapsi,6,LEXICON
umusi,darg1241,umusi,5,LEXICON
t͡ʃajtsi,darg1241,Caytsi,6,LEXICON
ʃinkʼabires,darg1241,Sinkabires,10,LEXICON
biqʼursi,darg1241,biqursi,7,LEXICON
bizisi,darg1241,bizisi,6,LEXICON
murisi,darg1241,murisi,6,LEXICON
qʼutʼqʼusi,darg1241,qutqusi,7,LEXICON
t͡sʼikʼsi,darg1241,ciksi,5,LEXICON
ʃalasi,darg1241,Salasi,6,LEXICON
t͡sʼjabsi,darg1241,cyabsi,6,LEXICON
t͡sʼudara,darg1241,cudara,6,LEXICON
t͡sʼuba,darg1241,cuba,4,LEXICON
ħuntʼena,darg1241,Xuntena,7,LEXICON
buqutʼa,darg1241,buquta,6,LEXICON
xant͡sʼa,darg1241,xanca,5,LEXICON
ʃiniʃa,darg1241,SiniSa,6,LEXICON
ʁurʃa,darg1241,XurSa,5,LEXICON
qula,darg1241,qula,4,LEXICON
durʕesi,darg1241,durXesi,7,LEXICON
durqasi,darg1241,durqasi,7,LEXICON
ʕjaħsi,darg1241,XyaXsi,6,LEXICON
durqasi,darg1241,durqasi,7,LEXICON
qʼimatt͡ʃebsi,darg1241,qimatCebsi,10,LEXICON
suɢur,darg1241,suGur,5,LEXICON
ʕjant͡sʼa,darg1241,Xyanca,6,LEXICON
t͡sʼaqʼsi,darg1241,caqsi,5,LEXICON
qʼuwatsi,darg1241,quwatsi,7,LEXICON
zjaʕipsi,darg1241,zyaXipsi,8,LEXICON
ʕjawasi,darg1241,Xyawasi,7,LEXICON
t͡sʼerxsi,darg1241,cerxsi,6,LEXICON
ʕjawadeʃlizibadbaribsi,darg1241,XyawadeSlizibadbaribsi,22,LEXICON
barxsi,darg1241,barxsi,6,LEXICON
bukʼulsi,darg1241,bukulsi,7,LEXICON
isbahisi,darg1241,isbahisi,8,LEXICON
ʒagasi,darg1241,Zagasi,6,LEXICON
gijasisi,darg1241,giyasisi,8,LEXICON
aχmaχsi,darg1241,aXmaXsi,7,LEXICON
azʁinsi,darg1241,azXinsi,7,LEXICON
t͡ʃekajzursi,darg1241,Cekayzursi,10,LEXICON
duχusi,darg1241,duXusi,6,LEXICON
uribsiusta,darg1241,uribsiusta,10,LEXICON
unɢlibaribsi,darg1241,unGlibaribsi,12,LEXICON
ʕjaħsi,darg1241,XyaXsi,6,LEXICON
ʕjazizsi,darg1241,Xyazizsi,8,LEXICON
djaħʃalasi,darg1241,dyaXSalasi,10,LEXICON
razisi,darg1241,razisi,6,LEXICON
χijalimsi,darg1241,Xiyalimsi,9,LEXICON
ʁaribsi,darg1241,Xaribsi,7,LEXICON
izuli,darg1241,izuli,5,LEXICON
t͡ʃʼjankʼusi,darg1241,Cyankusi,8,LEXICON
paʃmansi,darg1241,paSmansi,8,LEXICON
mit͡sʼirsi,darg1241,micirsi,7,LEXICON
ʕjaħsi,darg1241,XyaXsi,6,LEXICON
wajsi,darg1241,waysi,5,LEXICON
barxsi,darg1241,barxsi,6,LEXICON
wajsi,darg1241,waysi,5,LEXICON
burqʼa,darg1241,burqa,5,LEXICON
sagasi,darg1241,sagasi,6,LEXICON
buqna,darg1241,buqna,5,LEXICON
ʒahil,darg1241,Zahil,5,LEXICON
miskin,darg1241,miskin,6,LEXICON
dawlat͡ʃewsi,darg1241,dawlaCewsi,10,LEXICON
gapla,darg1241,gapla,5,LEXICON
baqliwalusi,darg1241,baqliwalusi,11,LEXICON
urħla,darg1241,urXla,5,LEXICON
dekʼarsi,darg1241,dekarsi,7,LEXICON
harʒurala,darg1241,harZurala,9,LEXICON
t͡saraltjaħjarla,darg1241,caraltyaXyarla,14,LEXICON
ʁamsi,darg1241,Xamsi,5,LEXICON
haraqsi,darg1241,haraqsi,7,LEXICON
alʁaj,darg1241,alXay,5,LEXICON
warxsi,darg1241,warxsi,6,LEXICON
ʕjajibagarsi,darg1241,Xyayibagarsi,12,LEXICON
dekʼarsi,darg1241,dekarsi,7,LEXICON
t͡saibil,darg1241,caibil,6,LEXICON
halabhalabil,darg1241,halabhalabil,12,LEXICON
kiiesil,darg1241,kiiesil,7,LEXICON
kiiibil,darg1241,kiiibil,7,LEXICON
beʕlaʕerʁisi,darg1241,beXlaXerXisi,12,LEXICON
wegilat͡siaqʼanat͡ʃil,darg1241,wegilaciaqanaCil,16,LEXICON
barχ,darg1241,barX,4,LEXICON
t͡saħnabli,darg1241,caXnabli,8,LEXICON
baqħi,darg1241,baqXi,5,LEXICON
χapli,darg1241,Xapli,5,LEXICON
itmadan,darg1241,itmadan,7,LEXICON
busjaʕjat,darg1241,busyaXyat,9,LEXICON
hanna,darg1241,hanna,5,LEXICON
busjaʕjat,darg1241,busyaXyat,9,LEXICON
iʃbarħi,darg1241,iSbarXi,7,LEXICON
ʒaʕjal,darg1241,ZaXyal,6,LEXICON
waqħiagarli,darg1241,waqXiagarli,11,LEXICON
hannabusjaʕjat,darg1241,hannabusyaXyat,14,LEXICON
ʕur,darg1241,Xur,3,LEXICON
kʼinajs,darg1241,kinays,6,LEXICON
dag,darg1241,dag,3,LEXICON
hat͡ʃam,darg1241,haCam,5,LEXICON
itħeli,darg1241,itXeli,6,LEXICON
itzamana,darg1241,itzamana,8,LEXICON
ʕur,darg1241,Xur,3,LEXICON
kʼinajs,darg1241,kinays,6,LEXICON
ʒjaali,darg1241,Zyaali,6,LEXICON
ublazamana,darg1241,ublazamana,10,LEXICON
halanat͡ʃi,darg1241,halanaCi,8,LEXICON
halahala,darg1241,halahala,8,LEXICON
hat͡ʃam,darg1241,haCam,5,LEXICON
t͡sat͡saħeli,darg1241,cacaXeli,8,LEXICON
haman,darg1241,haman,5,LEXICON
daim,darg1241,daim,4,LEXICON
sezamanalra,darg1241,sezamanalra,11,LEXICON
iʃab,darg1241,iSab,4,LEXICON
iʃa,darg1241,iSa,3,LEXICON
iʃadli,darg1241,iSadli,6,LEXICON
iχab,darg1241,iXab,4,LEXICON
ikʼab,darg1241,ikab,4,LEXICON
ila,darg1241,ila,3,LEXICON
ikʼa,darg1241,ika,3,LEXICON
halabjaħ,darg1241,halabyaX,8,LEXICON
urʕebli,darg1241,urXebli,7,LEXICON
ub,darg1241,ub,2,LEXICON
urʕebli,darg1241,urXebli,7,LEXICON
ʕelabjaħ,darg1241,XelabyaX,8,LEXICON
udi,darg1241,udi,3,LEXICON
udibjaχi,darg1241,udibyaXi,8,LEXICON
katχijel,darg1241,katXiyel,8,LEXICON
katχijelbjaχ,darg1241,katXiyelbyaX,12,LEXICON
lagbjaχi,darg1241,lagbyaXi,8,LEXICON
t͡ʃedibjaχ,darg1241,CedibyaX,8,LEXICON
harmerlab,darg1241,harmerlab,9,LEXICON
hart͡ʃinabalra,darg1241,harCinabalra,12,LEXICON
juχ,darg1241,yuX,3,LEXICON
ħja,darg1241,Xya,3,LEXICON
het͡ʃ,darg1241,heC,3,LEXICON
agara,darg1241,agara,5,LEXICON
kamkamti,darg1241,kamkamti,8,LEXICON
ħilħi,darg1241,XilXi,5,LEXICON
debali,darg1241,debali,6,LEXICON
t͡sʼaqʼli,darg1241,caqli,5,LEXICON
ilqʼjajda,darg1241,ilqyayda,8,LEXICON
ʕurra,darg1241,Xurra,5,LEXICON
hatʼnra,darg1241,hatnra,6,LEXICON
hat͡ʃamlis,darg1241,haCamlis,8,LEXICON
madan,darg1241,madan,5,LEXICON
t͡ʃʼjankʼli,darg1241,Cyankli,7,LEXICON
ʒjawlil,darg1241,Zyawlil,7,LEXICON
ʕurra,darg1241,Xurra,5,LEXICON
duʕli,darg1241,duXli,5,LEXICON
hala,darg1241,hala,4,LEXICON
halab,darg1241,halab,5,LEXICON
mjaqʼlab,darg1241,myaqlab,7,LEXICON
ʕelab,darg1241,Xelab,5,LEXICON
ʕelabad,darg1241,Xelabad,7,LEXICON
u,darg1241,u,1,LEXICON
udi,darg1241,udi,3,LEXICON
urga,darg1241,urga,4,LEXICON
hala,darg1241,hala,4,LEXICON
halab,darg1241,halab,5,LEXICON
mjaqʼlab,darg1241,myaqlab,7,LEXICON
urga,darg1241,urga,4,LEXICON
urgab,darg1241,urgab,5,LEXICON
sababli,darg1241,sababli,7,LEXICON
bahandan,darg1241,bahandan,8,LEXICON
ʃi,darg1241,Si,2,LEXICON
nuni,darg1241,nuni,4,LEXICON
ħu,darg1241,Xu,2,LEXICON
ħuni,darg1241,Xuni,4,LEXICON
it,darg1241,it,2,LEXICON
nuʃa,darg1241,nuSa,4,LEXICON
ħuʃa,darg1241,XuSa,4,LEXICON
ħuʃani,darg1241,XuSani,6,LEXICON
iʃdi,darg1241,iSdi,4,LEXICON
ildi,darg1241,ildi,4,LEXICON
itdi,darg1241,itdi,4,LEXICON
iχdi,darg1241,iXdi,4,LEXICON
se,darg1241,se,2,LEXICON
t͡ʃi,darg1241,Ci,2,LEXICON
t͡ʃinab,darg1241,Cinab,5,LEXICON
t͡ʃinaba,darg1241,Cinaba,6,LEXICON
t͡ʃina,darg1241,Cina,4,LEXICON
selis,darg1241,selis,5,LEXICON
sensen,darg1241,sensen,6,LEXICON
setjaħjarli,darg1241,setyaXyarli,11,LEXICON
sen,darg1241,sen,3,LEXICON
sebahandan,darg1241,sebahandan,10,LEXICON
t͡ʃum,darg1241,Cum,3,LEXICON
set͡sad,darg1241,secad,5,LEXICON
t͡sa,darg1241,ca,2,LEXICON
kʼel,darg1241,kel,3,LEXICON
χiajbal,darg1241,Xiaybal,7,LEXICON
awal,darg1241,awal,4,LEXICON
ʃel,darg1241,Sel,3,LEXICON
uregal,darg1241,uregal,6,LEXICON
werχial,darg1241,werXial,7,LEXICON
geχial,darg1241,geXial,6,LEXICON
urt͡ʃijemal,darg1241,urCiyemal,9,LEXICON
wet͡sʼal,darg1241,wecal,5,LEXICON
wet͡sinut͡sara,darg1241,wecinucara,10,LEXICON
wet͡sinukijel,darg1241,wecinukiyel,11,LEXICON
ʁal,darg1241,Xal,3,LEXICON
χiajbt͡siali,darg1241,Xiaybciali,10,LEXICON
awt͡sʼali,darg1241,awcali,6,LEXICON
ʃut͡siali,darg1241,Suciali,7,LEXICON
urezt͡siali,darg1241,urezciali,9,LEXICON
werχit͡siali,darg1241,werXiciali,10,LEXICON
geχit͡siali,darg1241,geXiciali,9,LEXICON
ut͡ʃijemt͡siali,darg1241,uCiyemciali,11,LEXICON
darʃal,darg1241,darSal,6,LEXICON
azir,darg1241,azir,4,LEXICON
wa,darg1241,wa,2,LEXICON
tʼaʃilzes,darg1241,taSilzes,8,LEXICON
kabies,darg1241,kabies,6,LEXICON
kalxes,darg1241,kalxes,6,LEXICON
t͡ʃebjaħaqes,darg1241,CebyaXaqes,10,LEXICON
jetaes,darg1241,yetaes,6,LEXICON
aberχes,darg1241,aberXes,7,LEXICON
tamanaes,darg1241,tamanaes,8,LEXICON
habbakʼes,darg1241,habbakes,8,LEXICON
ʃalabikʼes,darg1241,Salabikes,9,LEXICON
ɢuɢubikʼes,darg1241,GuGubikes,9,LEXICON
daʃes,darg1241,daSes,5,LEXICON
t͡ʃjaχibikijes,darg1241,CyaXibikiyes,12,LEXICON
kertijes,darg1241,kertiyes,8,LEXICON
harʃikʼes,darg1241,harSikes,8,LEXICON
kʼiurkʼikʼes,darg1241,kiurkikes,9,LEXICON
hakʼarbikʼes,darg1241,hakarbikes,10,LEXICON
hakʼikʼes,darg1241,hakikes,7,LEXICON
kabirkes,darg1241,kabirkes,8,LEXICON
uχes,darg1241,uXes,4,LEXICON
wajatʼaulkes,darg1241,wayataulkes,11,LEXICON
daqalgawdurajes,darg1241,daqalgawdurayes,15,LEXICON
daʃes,darg1241,daSes,5,LEXICON
kamdikʼes,darg1241,kamdikes,8,LEXICON
bit͡sʼes,darg1241,bices,5,LEXICON
bures,darg1241,bures,5,LEXICON
rurʒes,darg1241,rurZes,6,LEXICON
qjarbikʼes,darg1241,qyarbikes,9,LEXICON
berħes,darg1241,berXes,6,LEXICON
berħes,darg1241,berXes,6,LEXICON
hut͡sʼikʼes,darg1241,hucikes,7,LEXICON
berdilnasuagarbies,darg1241,berdilnasuagarbies,18,LEXICON
kajʕes,darg1241,kayXes,6,LEXICON
aqes,darg1241,aqes,4,LEXICON
ʃalʕebbuqes,darg1241,SalXebbuqes,11,LEXICON
arbuqʼes,darg1241,arbuqes,7,LEXICON
tamanbies,darg1241,tamanbies,9,LEXICON
dakʼubuqes,darg1241,dakubuqes,9,LEXICON
betaqes,darg1241,betaqes,7,LEXICON
kʼunbat͡sʼes,darg1241,kunbaces,8,LEXICON
kambijes,darg1241,kambiyes,8,LEXICON
ɢantʼbies,darg1241,Gantbies,8,LEXICON
buqes,darg1241,buqes,5,LEXICON
χalabikʼes,darg1241,Xalabikes,9,LEXICON
ljamt͡sʼbikʼes,darg1241,lyamcbikes,10,LEXICON
t͡sʼjart͡sʼjarbikʼes,darg1241,cyarcyarbikes,13,LEXICON
zanɢbikijes,darg1241,zanGbikiyes,11,LEXICON
zinɢbikijes,darg1241,zinGbikiyes,11,LEXICON
zinʁbikijes,darg1241,zinXbikiyes,11,LEXICON
zinʁbuqes,darg1241,zinXbuqes,9,LEXICON
zanɢbikijes,darg1241,zanGbikiyes,11,LEXICON
zinɢbikijes,darg1241,zinGbikiyes,11,LEXICON
zinʁbikijes,darg1241,zinXbikiyes,11,LEXICON
zinʁbuqes,darg1241,zinXbuqes,9,LEXICON
burʁes,darg1241,burXes,6,LEXICON
zajbikʼes,darg1241,zaybikes,8,LEXICON
tʼamalibirqʼes,darg1241,tamalibirqes,12,LEXICON
ʁjambikʼes,darg1241,Xyambikes,9,LEXICON
ufikʼes,darg1241,ufikes,6,LEXICON
ʃjatʼikʼes,darg1241,Syatikes,8,LEXICON
wjawikʼes,darg1241,wyawikes,8,LEXICON
t͡sʼumikʼes,darg1241,cumikes,7,LEXICON
zerzerbikijes,darg1241,zerzerbikiyes,13,LEXICON
akʼes,darg1241,akes,4,LEXICON
hihikʼes,darg1241,hihikes,7,LEXICON
buʒes,darg1241,buZes,5,LEXICON
bukes,darg1241,bukes,5,LEXICON
qʼjaries,darg1241,qyaries,7,LEXICON
wamses,darg1241,wamses,6,LEXICON
usaes,darg1241,usaes,5,LEXICON
uses,darg1241,uses,4,LEXICON
t͡ʃewarʁes,darg1241,CewarXes,8,LEXICON
bamsriiqes,darg1241,bamsriiqes,10,LEXICON
izes,darg1241,izes,4,LEXICON
izes,darg1241,izes,4,LEXICON
ʕjaħbuqes,darg1241,XyaXbuqes,9,LEXICON
χatʼaharbares,darg1241,Xataharbares,12,LEXICON
webkʼes,darg1241,webkes,6,LEXICON
